KEMET Part Number,Rated Voltage /V,VDC  Surge Voltage /V,Rated Capacitance /uF,Shape,Shape_code,Length /mm,Width /mm,Height /mm,Diameter /mm,Cylinder_length /mm,DC Leakage /mA,Maximum Temperature /deg,Endurance /Hours,MSL /Reflow Temp 260 deg,SPQ,MOQ,Impedance /mohm 20deg 10 kHz,ESL /nH,Type_code,Type,Manufacturer_code,Manufacturer,Dissipation Factor,Final_Price,ESR_at_100_Hz_0_deg,ESR_at_1000_Hz_0_deg,ESR_at_10000_Hz_0_deg,ESR_at_100000_Hz_0_deg,ESR_at_1000000_Hz_0_deg,ESR_at_100_Hz_40_deg,ESR_at_1000_Hz_40_deg,ESR_at_10000_Hz_40_deg,ESR_at_100000_Hz_40_deg,ESR_at_1000000_Hz_40_deg,ESR_at_100_Hz_80_deg,ESR_at_1000_Hz_80_deg,ESR_at_10000_Hz_80_deg,ESR_at_100000_Hz_80_deg,ESR_at_1000000_Hz_80_deg,ESR_at_100_Hz_120_deg,ESR_at_1000_Hz_120_deg,ESR_at_10000_Hz_120_deg,ESR_at_100000_Hz_120_deg,ESR_at_1000000_Hz_120_deg,ESR_at_100_Hz_160_deg,ESR_at_1000_Hz_160_deg,ESR_at_10000_Hz_160_deg,ESR_at_100000_Hz_160_deg,ESR_at_1000000_Hz_160_deg,Ripple_at_100_Hz_0_deg,Ripple_at_1000_Hz_0_deg,Ripple_at_10000_Hz_0_deg,Ripple_at_100000_Hz_0_deg,Ripple_at_1000000_Hz_0_deg,Ripple_at_100_Hz_40_deg,Ripple_at_1000_Hz_40_deg,Ripple_at_10000_Hz_40_deg,Ripple_at_100000_Hz_40_deg,Ripple_at_1000000_Hz_40_deg,Ripple_at_100_Hz_80_deg,Ripple_at_1000_Hz_80_deg,Ripple_at_10000_Hz_80_deg,Ripple_at_100000_Hz_80_deg,Ripple_at_1000000_Hz_80_deg,Ripple_at_100_Hz_120_deg,Ripple_at_1000_Hz_120_deg,Ripple_at_10000_Hz_120_deg,Ripple_at_100000_Hz_120_deg,Ripple_at_1000000_Hz_120_deg,Ripple_at_100_Hz_160_deg,Ripple_at_1000_Hz_160_deg,Ripple_at_10000_Hz_160_deg,Ripple_at_100000_Hz_160_deg,Ripple_at_1000000_Hz_160_deg
PEH526KBB4220M3,40.0,,2200.0,cylindrical,0,,,,25.0,25.0,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,90.45375,77.58788302,42.60095565,35.7518821,33.10034096,28.16125193,44.38784981,24.95053345,20.91521987,18.90116614,16.06685059,28.71328699,15.49582275,12.89942889,11.6301873,9.159194197,24.81033379,14.03288008,12.31116461,9.993021132,7.549499101,20.55807099,11.01019349,9.117135331,8.132739286,6.22800079,49.10759721,25.41992535,21.03375126,20.09245357,16.10687136,26.74395617,14.62855717,12.40221069,11.5238203,9.066582498,12.67280343,8.00476151,7.458032555,6.18776067,4.796461667,3.989674651,5.318772858,4.61908191,4.569144394,3.643513403,6.610892347,3.965487883,3.495911439,3.481624706,2.849905163
PEH526KCB4220M3,40.0,,2200.0,cylindrical,0,,,,30.0,25.0,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,89.62368,77.09343848,43.93809756,36.72649882,32.60267845,28.81229633,44.83261668,26.4463937,22.11732285,18.96222091,16.70153937,31.56775761,17.58148088,14.73210226,12.86893563,9.975945673,28.40878414,16.83881275,15.16626088,11.60727985,8.496949458,23.76527396,13.0916448,10.93456129,9.501096357,7.09919606,48.23457498,24.94479753,20.62774767,19.70037609,15.79304211,26.28404405,14.34983877,12.15420778,11.29246289,8.886636379,12.48952793,7.847694213,7.301902317,6.059403488,4.69976939,4.102385087,5.217193143,4.512212892,4.472943246,3.569853517,6.544607225,3.896515213,3.424218732,3.410810467,2.79320092
PEH526KBD4270M3,40.0,,2700.0,cylindrical,0,,,,25.0,35.0,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,105.4854,51.11136459,26.98019155,21.86837282,19.76199935,16.96728389,29.08411641,15.70081612,12.76241788,11.28825793,9.67764423,17.97702587,9.542072516,7.850263876,7.045787996,5.548844924,15.27501166,8.520230023,7.421078444,6.059064222,4.585346045,12.59746163,6.693064942,5.522945997,4.937781126,3.788165704,68.8805264,35.67729489,29.53146353,28.20915221,22.60942242,37.50264569,20.54106142,17.42583928,16.18547654,12.72888165,17.74295761,11.24490896,10.49469096,8.692215786,6.733775724,5.463999295,7.455222545,6.479673896,6.414000611,5.113634999,9.227636191,5.551991207,4.900514093,4.883715624,3.998233302
PEH526KCB4330M3,40.0,,3300.0,cylindrical,0,,,,30.0,25.0,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,71.86,68.13665077,40.34299983,34.81490471,31.68637416,27.68351166,39.83843915,24.39450528,20.96418197,18.39121101,16.02879934,29.19505258,16.45786216,13.91543359,12.22875309,9.491362532,26.58164506,15.87783919,14.35011467,10.98208488,8.04721604,22.30706244,12.34113749,10.32864903,8.976182425,6.709445452,49.66638497,25.65637998,21.20199863,20.24795075,16.23583697,27.07927593,14.7484063,12.47712515,11.59826226,9.132819554,12.90608761,8.060461078,7.477760158,6.221096292,4.82953037,4.413008184,5.373917465,4.634190711,4.595348531,3.669524985,6.798050732,4.020367131,3.522964819,3.50768463,2.872752844
PEH526KBD4390M3,40.0,,3900.0,cylindrical,0,,,,25.0,35.0,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,104.72652,45.19988766,24.96605757,20.99257507,19.39481399,16.5456081,25.90521882,14.66439875,12.31472885,11.09218032,9.453250159,16.93886408,9.178901409,7.651560474,6.879752006,5.410022612,14.70959537,8.366182878,7.362939748,5.938786335,4.472374421,12.2035878,6.557532725,5.435991289,4.835582483,3.693702373,70.3123364,36.38887734,30.10571448,28.75672688,23.05221729,38.29787757,20.93962896,17.74875665,16.49127591,12.97506482,18.1595173,11.45767583,10.6705488,8.85390859,6.863536704,5.774622393,7.611946866,6.601651715,6.536405897,5.213306467,9.481079698,5.675843125,4.99926018,4.980589788,4.077785226
PEH526MAB382AM3,63.0,,820.0,cylindrical,0,,,,22.0,25.0,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,92.6178,220.1633742,120.9570191,104.6444808,101.9525096,83.63226581,124.7887772,69.51135789,59.82711321,57.38408019,47.09890048,77.63112105,41.17404731,34.3802392,32.09549553,25.65364501,65.31795762,35.54227222,30.44000097,26.25235386,20.45137191,53.80132188,28.1427153,23.15042937,21.21155134,16.63893865,29.44083285,15.22671326,12.59458091,12.03437509,9.651706019,16.03647388,8.754173881,7.415217564,6.898577969,5.432595455,7.61256446,4.788365387,4.442892657,3.705514325,2.875021293,2.442551588,3.198633802,2.780036843,2.741723069,2.185612972,3.985954621,2.386456904,2.102270911,2.091109528,1.710626265
PEH526MAC412AM3,63.0,,1200.0,cylindrical,0,,,,22.0,30.0,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,87.96525,149.9200759,83.57537019,72.90385013,71.10818282,58.44432387,85.23879698,48.25628987,41.84223384,40.09613872,32.97458759,54.20633455,28.99623447,24.30569878,22.61465964,18.03815855,46.06234941,25.33862802,21.84135567,18.62354762,14.43505295,38.03977424,20.02668765,16.5121422,15.05612364,11.76142314,36.80188024,19.03444946,15.74426752,15.04349479,12.06477617,20.0456622,10.94395644,9.270700706,8.623476195,6.790689558,9.514989832,5.985215682,5.557175246,4.631389755,3.593624864,3.053088044,3.997580878,3.475882676,3.426819421,2.731960763,4.982908764,2.984210061,2.629411287,2.614330142,2.138405736
PEH526MBB412AM3,63.0,,1200.0,cylindrical,0,,,,25.0,25.0,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,87.96525,166.8520974,93.39707919,80.91677829,77.77331261,64.64794728,95.23231217,54.32002358,46.81814567,44.06383862,36.63613121,61.69380827,33.25805273,27.87908691,25.63692411,20.34425713,53.00617985,29.60061748,25.75270601,21.47784069,16.46616907,43.88626296,23.31633239,19.27591965,17.40591369,13.47991387,33.94811305,17.54821723,14.50874269,13.8601049,11.11488736,18.50008454,10.08816387,8.540031366,7.942678211,6.254485769,8.798366403,5.516956799,5.116039467,4.264067253,3.308840436,2.90695569,3.681347312,3.186282419,3.152122448,2.514614167,4.617938923,2.748333346,2.414614711,2.404190967,1.968113347
PEH526MCB418AM3,63.0,,1800.0,cylindrical,0,,,,30.0,25.0,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,98.3061,125.2349545,73.45536592,64.54738446,61.12077512,51.78707394,72.49736021,43.65467009,38.09851261,35.00795156,29.64812055,50.98226151,28.31277128,23.95717309,21.57808995,16.93809339,45.43239517,26.42077807,23.52140277,18.71264026,14.01221234,37.9514175,20.65702867,17.21176711,15.2227423,11.56983244,38.23747085,19.75827281,16.33071308,15.59611512,12.50488987,20.845424,11.36006307,9.613226804,8.935476155,7.034816566,9.927596298,6.210656966,5.763722248,4.793744285,3.720172154,3.359491502,4.136721271,3.567959315,3.539846108,2.826191882,5.220685431,3.091761592,2.710585709,2.70048468,2.211981652
PEH526MBD422AM3,63.0,,2200.0,cylindrical,0,,,,25.0,35.0,,125,3000,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,102.01446,91.97273062,52.47176149,46.09010343,44.60773308,37.02305545,52.65629459,30.63562894,26.72782181,25.29123866,20.99882204,34.92683749,18.9866446,15.9953464,14.70912897,11.66284983,30.27777939,17.04772731,14.89815889,12.35208786,9.44688096,25.12873037,13.41463066,11.11097465,10.00845226,7.73474238,49.66079227,25.67324652,21.22689107,20.27547148,16.25742957,27.06341922,14.76255745,12.49877773,11.61978778,9.147884249,12.86934599,8.073072495,7.495333147,6.236637939,4.838790313,4.25554306,5.379199175,4.65271587,4.607542595,3.676543833,6.752425173,4.016863628,3.528516268,3.514048386,2.877232549
PEH532JAC4330M(1),35.0,,3300.0,cylindrical,0,,,,22.0,30.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,46.47474,165.8995824,99.94156619,100.8667342,110.275082,85.49816976,92.16643466,55.52309233,56.03707458,61.26393444,47.4989832,57.2928074,31.05942661,28.2742572,29.15487386,23.87044017,47.62342406,24.81540038,21.32473808,21.38190258,17.6930516,39.64229575,20.2509205,16.94045909,16.71169145,13.81835984,15.54549118,8.606431718,7.726340947,7.42165131,5.749252612,7.787407147,4.623505569,4.762778782,4.336083997,3.21936872,3.129945413,2.043648568,2.10122431,2.092376297,1.638551387,2.105086449,1.392004896,1.393323079,1.449257211,1.195656048,2.146389825,1.167080875,1.057962905,1.089160061,0.914470965
PEH532JAC4390M(1),35.0,,3900.0,cylindrical,0,,,,22.0,30.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,46.47474,146.7667629,88.71265391,89.81026806,98.33672129,76.20386984,81.5370905,49.28480773,49.89459337,54.63151183,42.33548324,50.82634268,27.59265662,25.16028872,25.96796281,21.26318615,42.29335591,22.05500468,18.96944029,19.03187861,15.75209002,35.22264693,18.00170766,15.06680631,14.86944049,12.29786828,16.43716625,9.104209046,8.176381273,7.854071896,6.083249897,8.230321644,4.890294842,5.041866425,4.589476057,3.406488562,3.303101849,2.159930057,2.223016378,2.21397652,1.733553799,2.21946639,1.47026771,1.473181193,1.532846764,1.264695274,2.266385224,1.232957791,1.118315592,1.151661942,0.967080098
PEH532JAD4470M(1),35.0,,4700.0,cylindrical,0,,,,22.0,35.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,53.39403,120.3501625,72.31078036,72.80266756,79.49739515,61.66028484,66.8612014,40.17265575,40.44592642,44.16521953,34.2557138,41.47194363,22.45773567,20.41697298,21.03742952,17.22301865,34.443742,17.93689106,15.40300228,15.43685101,12.77132086,28.66035244,14.63541517,12.23787422,12.06869413,9.977412461,18.87946894,10.45565144,9.389098043,9.018943683,6.985792452,9.454403753,5.616414225,5.789148282,5.269924713,3.911863375,3.795900012,2.481157903,2.552921752,2.542439199,1.990811962,2.551250808,1.689224724,1.692092021,1.760458041,1.452464744,2.604117628,1.416491784,1.284583962,1.322771638,1.110723737
PEH532JBC4470M(1),35.0,,4700.0,cylindrical,0,,,,25.0,30.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,53.39403,130.3201563,78.89480924,79.98521738,87.64046921,67.89929107,72.40008683,43.83044958,44.43623188,48.68914956,37.72182837,45.18925105,24.54844198,22.40174963,23.13078683,18.94086996,37.62128052,19.62563899,16.88688989,16.94725376,14.02820843,31.33875261,16.02023549,13.41163424,13.23846689,10.95011837,17.56156386,9.743875959,8.763825808,8.418882453,6.516696485,8.777897524,5.231332551,5.410935143,4.922595641,3.649593118,3.502929427,2.303828164,2.380279275,2.371914733,1.856305284,2.345201737,1.564361952,1.573702822,1.639593701,1.353082707,2.408634417,1.312931461,1.193457971,1.230559768,1.03387299
PEH532JAE4560M(1),35.0,,5600.0,cylindrical,0,,,,22.0,40.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,63.66273,100.7395042,60.49416157,60.87412555,66.45484739,51.54852422,55.96639125,33.60786754,33.81895864,36.91935966,28.63806901,34.69818187,18.78520562,17.07338238,17.58948044,14.40000519,28.8127838,15.00258088,12.88129313,12.9082757,10.67894738,23.97291945,12.24080275,10.23464197,10.092458,8.34330066,21.55449415,11.94898343,10.73921902,10.31620544,7.987784308,10.78314724,6.416782043,6.626411212,6.030100893,4.473222902,4.315369318,2.830002369,2.918297955,2.907239868,2.275819197,2.894390632,1.924013165,1.931666363,2.011226701,1.659582422,2.964103826,1.614122532,1.465642023,1.510277281,1.268551135
PEH532JBC4560M(1),35.0,,5600.0,cylindrical,0,,,,25.0,30.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,70.84026,118.6196272,72.07512576,73.3154037,80.46366063,62.30548507,65.89979288,40.04173653,40.73077984,44.70203368,34.61415837,41.25716462,22.44670046,20.52078781,21.2097705,17.36959971,34.38752936,17.95369003,15.46307762,15.52855461,12.85706467,28.66016628,14.65847368,12.27855244,12.12538709,10.03191129,17.98779387,9.957874116,8.939057717,8.586523097,6.651795166,9.011489256,5.349624952,5.510060638,5.016532653,3.724743533,3.622743577,2.364876415,2.431129684,2.420838976,1.89580955,2.436870867,1.61096191,1.612233907,1.676868487,1.383425519,2.484122229,1.350614868,1.224231275,1.260269758,1.058114604
PEH532JAE4680M(1),35.0,,6800.0,cylindrical,0,,,,22.0,40.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,63.66273,87.93478808,53.26279753,54.02464203,59.20907803,45.868588,48.85266005,29.59044307,30.01369002,32.89393224,25.48254889,30.50505741,16.57506646,15.12951693,15.62411559,12.79414574,25.40048128,13.25207416,11.40431284,11.44615266,9.474969581,21.16034796,10.81787041,9.057109553,8.940732106,7.395532874,22.87239924,12.66075891,11.36449126,10.91626667,8.456880275,11.45965347,6.801863718,7.004624351,6.377429965,4.735493159,4.608339903,3.007332108,3.090940432,3.077764334,2.410325875,3.100439703,2.048875938,2.050055562,2.13209104,1.758964459,3.159587038,1.717682854,1.556768014,1.602489151,1.345401881
PEH532JBD4680M(1),35.0,,6800.0,cylindrical,0,,,,25.0,35.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,113.45358,95.36707847,57.67202634,58.41129454,63.97063015,49.56908192,52.98171026,32.04001463,32.45071919,35.53923897,27.53837884,33.03943569,17.94009493,16.36252359,16.8900103,13.83012951,27.49679827,14.34052088,12.33579836,12.37747747,10.2447874,22.90141046,11.70532143,9.797680542,9.66990327,7.997817358,21.32177162,11.80709384,10.60181481,10.18381547,7.888335006,10.67848586,6.342533608,6.536430138,5.950373369,4.417238188,4.288698175,2.80238575,2.882827126,2.870901878,2.248070124,2.883035226,1.908181738,1.911002849,1.988069317,1.640234215,2.941850033,1.600025777,1.450852331,1.493881335,1.254367375
PEH532JCC4680M(1),35.0,,6800.0,cylindrical,0,,,,30.0,30.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,107.48496,81.60668475,49.26524929,49.81765937,54.51648669,42.2542243,45.33704708,27.36958294,27.67647743,30.28693705,23.47456906,28.23171716,15.31843563,13.9594139,14.40256939,11.79275116,23.48271565,12.24218519,10.52599535,10.55825173,8.737985804,19.55327063,9.991589919,8.360989187,8.250207042,6.822809096,25.54742445,14.1540909,12.71461224,12.21352843,9.458872132,12.78839696,7.602231536,7.841887281,7.137606145,5.296852686,5.127809209,3.356176574,3.456316635,3.442565003,2.69533311,3.443579526,2.283664379,2.289629904,2.3828597,1.966082137,3.519573235,1.915313602,1.737826075,1.789994793,1.503229279
PEH532JAG4820M(1),35.0,,8200.0,cylindrical,0,,,,22.0,50.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,70.45053,71.0103427,42.85724636,43.32751553,47.40863889,36.74654853,39.45019039,23.80958131,24.07084196,26.33813272,20.41474919,24.56066874,13.32509175,12.14135572,12.52590158,10.25607011,20.42751584,10.64879398,9.155351083,9.182976458,7.599676092,17.00866947,8.690998649,7.272358016,7.175773345,5.934162723,26.86532954,14.86586638,13.33988447,12.81358966,9.927968099,13.46490319,7.987313211,8.22010042,7.484935218,5.559122943,5.420779793,3.533506312,3.628959112,3.613089469,2.829839788,3.649628597,2.408527151,2.408019104,2.503724039,2.065464174,3.715056447,2.018873925,1.828952066,1.882206664,1.580080026
PEH532JBE4820M(1),35.0,,8200.0,cylindrical,0,,,,25.0,40.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,,78.92047187,47.85418167,48.58624386,53.27437807,41.26450315,43.84470659,26.58565648,26.9923577,29.59687671,22.92472397,27.40234407,14.89588029,13.6039845,14.05283432,11.50781332,22.82472289,11.91115519,10.25324796,10.29285262,8.520905814,19.01751613,9.723849259,8.142508473,8.038929675,6.650067446,24.22951937,13.44231541,12.08934,11.6134672,8.989776165,12.11189073,7.217149862,7.463674142,6.790277073,5.034582429,4.834838624,3.178846835,3.283674158,3.272040537,2.560826432,3.237530455,2.158801607,2.171240705,2.261995361,1.8667001,3.324090024,1.811753279,1.646700084,1.697782923,1.426378533
PEH532JCC4820M(1),35.0,,8200.0,cylindrical,0,,,,30.0,30.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,107.48496,71.0103427,42.85724636,43.32751553,47.40863889,36.74654853,39.45019039,23.80958131,24.07084196,26.33813272,20.41474919,24.56066874,13.32509175,12.14135572,12.52590158,10.25607011,20.42751584,10.64879398,9.155351083,9.182976458,7.599676092,17.00866947,8.690998649,7.272358016,7.175773345,5.934162723,26.86532954,14.86586638,13.33988447,12.81358966,9.927968099,13.46490319,7.987313211,8.22010042,7.484935218,5.559122943,5.420779793,3.533506312,3.628959112,3.613089469,2.829839788,3.649628597,2.408527151,2.408019104,2.503724039,2.065464174,3.715056447,2.018873925,1.828952066,1.882206664,1.580080026
PEH532JBF5100M(1),35.0,,10000.0,cylindrical,0,,,,25.0,45.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,79.12377,65.63791693,40.03511113,40.86468452,44.92442166,34.76710623,36.4655094,22.2417284,22.70260251,24.95801203,19.31505902,22.90192257,12.47998106,11.43049693,11.82643144,9.686194429,19.11153032,9.986733981,8.609856306,8.652178233,7.165516112,15.93716047,8.155517328,6.835396588,6.753218611,5.588679422,27.3307746,15.14964555,13.61469289,13.0783696,10.1268667,13.67422596,8.135810082,8.400062568,7.644390265,5.67109237,5.474122079,3.588739551,3.69990077,3.685765449,2.885337934,3.672339409,2.440190007,2.449346132,2.550038807,2.104160589,3.759564034,2.047067434,1.858531449,1.914998555,1.608447545
PEH532JCD5100M(1),35.0,,10000.0,cylindrical,0,,,,30.0,35.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,81.65847,57.24994898,34.45046931,34.73388036,37.95449543,29.43169092,31.80552721,19.13914962,19.2966002,21.08583079,16.3509394,19.75295021,10.70343246,9.738246036,10.03846068,8.218691764,16.41343321,8.550458287,7.345548072,7.363750718,6.092874492,13.66052964,6.977267134,5.835666662,5.756077117,4.759154461,31.3237049,17.35475302,15.5900861,14.97569259,11.59795453,15.67947568,9.321259575,9.615538637,8.751895518,6.494722154,6.28656197,4.114913755,4.23791945,4.221090584,3.304851847,4.221528304,2.79984122,2.807309673,2.921671806,2.410660304,4.315033443,2.348258504,2.130715501,2.194716068,1.84312569
PEH532JDC5100M(1),35.0,,10000.0,cylindrical,0,,,,35.0,30.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,100.16079,63.57805231,38.44801756,38.94086303,42.64708677,33.04605461,35.32114017,21.36000975,21.63381279,23.69282598,18.35891923,22.02629046,11.96006328,10.90834906,11.26000687,9.220086338,18.33119885,9.560347254,8.223865571,8.251651648,6.829858269,15.26760697,7.803547622,6.531787028,6.44660218,5.331878239,29.30763222,16.21730878,14.55260124,13.97846145,10.83051065,14.6889853,8.713432593,8.967382277,8.165383874,6.064497756,5.913577956,3.854734159,3.958864486,3.941552148,3.087097951,3.981413015,2.627484165,2.626929931,2.731335316,2.253233644,4.052788851,2.202407918,1.995220436,2.05331636,1.723723665
PEH532JBG5120M(1),35.0,,12000.0,cylindrical,0,,,,25.0,50.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,,56.14576193,34.03878876,34.55421052,37.88553465,29.34556069,31.19208996,18.9104382,19.19678362,21.04751925,16.30308927,19.49191218,10.59503482,9.675342395,9.994112152,8.184102569,16.23488186,8.471900529,7.292380058,7.320326838,6.060040446,13.52654447,6.916096596,5.791216039,5.717431015,4.729593755,30.00579981,16.64297754,14.96481387,14.37563136,11.12885856,15.00296945,8.9361779,9.237325498,8.404566445,6.232451897,5.993591385,3.937584017,4.065276973,4.050566118,3.170345169,4.015479233,2.674978448,2.688920474,2.800807467,2.311278267,4.119550232,2.244698182,2.03958951,2.102504197,1.766274943
PEH532JCE5120M(1),35.0,,12000.0,cylindrical,0,,,,30.0,40.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,91.20966,48.23563276,29.04185344,29.29548219,32.01979547,24.82760607,26.79757376,16.13436302,16.27526788,17.78877526,13.79311449,16.65023686,9.024246283,8.212713615,8.467179413,6.932359351,13.83767481,7.209539319,6.194483185,6.210450676,5.138810725,11.51769781,5.883245986,4.921065582,4.854274686,4.013689032,35.74286521,19.77385865,17.74071123,17.04065622,13.20414103,17.91831713,10.62500147,10.9301402,9.953337782,7.393502353,7.21881601,4.70213621,4.826788539,4.805339962,3.763870027,4.862386328,3.206092393,3.2038043,3.330579591,2.74750283,4.945990664,2.687132981,2.433672857,2.50414357,2.102045448
PEH532JDC5120M(1),35.0,,12000.0,cylindrical,0,,,,35.0,30.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,91.20966,57.72778776,35.03817582,35.60595619,39.05868248,30.24915161,32.0709932,19.46565323,19.78108677,21.69926804,16.80508423,20.06024725,10.90919253,9.967868151,10.2994987,8.434451212,16.71432327,8.724372771,7.511959433,7.542302071,6.244286391,13.92831381,7.122666718,5.965246131,5.890062281,4.872774699,29.54035475,16.35919837,14.69000545,14.11085142,10.92995995,14.79364668,8.787681029,9.05736335,8.245111398,6.12048247,5.940249099,3.882350778,3.994335315,3.977890138,3.114847024,3.992768421,2.643315593,2.647593445,2.754492699,2.272581852,4.075042645,2.216504672,2.010010127,2.069712306,1.737907424
PEH532JCF5150M(1),35.0,,15000.0,cylindrical,0,,,,30.0,45.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,142.07709,39.22131654,23.63323758,23.85708402,26.08509551,20.22352123,21.7896203,13.12957643,13.25393557,14.49171973,11.23528957,13.54752351,7.345060109,6.687181194,6.895898149,5.646026939,11.26191641,5.868620352,5.043418298,5.057150634,4.184746957,9.374865981,4.789224838,4.006464502,3.952472255,3.268223604,40.62747058,22.47674344,20.16614477,19.3703998,15.00922614,20.36648135,12.07724023,12.42470391,11.31423509,8.404251979,8.204412336,5.344591903,5.486599287,5.46226532,4.278386352,5.525955164,3.64400642,3.641625955,3.785802144,3.12304177,5.621455473,3.054200968,2.766209597,2.846362963,2.389332726
PEH532JDD5150M(1),35.0,,15000.0,cylindrical,0,,,,35.0,35.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,111.53019,45.54941988,27.63078583,28.06406668,30.77768685,23.83788492,25.30523326,15.35043657,15.59114816,17.09871492,13.2432694,15.82086377,8.601690937,7.857284219,8.117444341,6.647421512,13.17968205,6.87850932,5.921735797,5.945051564,4.921730735,10.98194331,5.615505326,4.702584868,4.642997319,3.840947382,34.89040518,19.34586233,17.39024741,16.70537493,12.93394367,17.45113367,10.38841667,10.73188921,9.765463758,7.243201523,6.979187711,4.58003971,4.725087721,4.707491476,3.684861495,4.679048068,3.112892476,3.126742129,3.256030019,2.686817207,4.795015041,2.611766168,2.37212625,2.444723591,2.05356222
PEH532JDE5180M(1),35.0,,18000.0,cylindrical,0,,,,35.0,40.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,,38.11712949,23.22155703,23.67741418,26.01613473,20.137391,21.17618305,12.90086501,13.15411899,14.45340818,11.18743944,13.28648549,7.236662471,6.624277554,6.851549626,5.611437743,11.08336506,5.790062595,4.990250284,5.013726754,4.151912912,9.240880817,4.728054299,3.96201388,3.913826154,3.238662897,40.20124056,22.26274529,19.99091286,19.20275915,14.87412746,20.13288961,11.95894783,12.32557842,11.22029808,8.329101564,8.084598187,5.283543653,5.435748878,5.413341077,4.238882086,5.434286034,3.597406462,3.60309487,3.748527358,3.092698959,5.545967661,3.016517561,2.735436293,2.816652974,2.365091112
PEH532JDF5220M(1),35.0,,22000.0,cylindrical,0,,,,35.0,45.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,141.16626,31.78902616,19.22400878,19.47043151,21.32354338,16.52302731,17.66057009,10.68000488,10.8169064,11.84641299,9.179459614,11.01314523,5.980031642,5.45417453,5.630003434,4.610043169,9.165599425,4.780173627,4.111932785,4.125825824,3.414929135,7.633803485,3.901773811,3.265893514,3.22330109,2.665939119,44.89233845,24.89352151,22.3785187,21.49725205,16.64356319,22.45212348,13.36714263,13.81099771,12.56698591,9.320685489,8.977051507,5.892567715,6.080180045,6.057680182,4.741643218,6.017541146,4.004551958,4.023048953,4.189632508,3.457243296,6.168198451,3.359998895,3.05198942,3.145558323,2.642320535
PEH532JDG5270M(1),35.0,,27000.0,cylindrical,0,,,,35.0,50.0,,105,1500,,,,,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,166.55265,27.52078744,16.8135541,17.18727034,18.90828693,14.62971523,15.28932635,9.340863389,9.548483522,10.50460385,8.127619573,9.615437078,5.24331859,4.806219377,4.974881814,4.074756687,8.028165253,4.196671386,3.619606022,3.638451479,3.0136032,6.696279655,3.427463029,2.873382708,2.839392457,2.350016524,49.35071381,27.38240815,24.62872033,23.65935499,18.31354961,24.66669597,14.701089,15.20643593,13.83394621,10.2562847,9.842833683,6.473975158,6.689140383,6.665681297,5.216655277,6.589440852,4.395866027,4.422339523,4.607580275,3.802439426,6.768175448,3.689383475,3.353752855,3.458067727,2.905366198
