KEMET Part Number,Rated Voltage /V,VDC  Surge Voltage /V,Rated Capacitance /uF,Shape,Shape_code,Length /mm,Width /mm,Height /mm,Diameter /mm,Cylinder_length /mm,DC Leakage /mA,Maximum Temperature /deg,Endurance /Hours,MSL /Reflow Temp 260 deg,SPQ,MOQ,Impedance /mohm 20deg 10 kHz,ESL /nH,Type_code,Type,Manufacturer_code,Manufacturer,Dissipation Factor,ESR /mohm 20deg 100 Hz,ESR /mohm 20deg 120 Hz,ESR /mohm 125deg 5 kHz,ESR /mohm 20deg 100 kHz,ESR /mohm 25deg 100 kHz,ESR /mohm 105deg 100 kHz,ESR /mohm 125deg 100 kHz,Ripple /A 40deg 100 Hz,Ripple /A 85deg 100 Hz,Ripple /A 105deg 100 Hz,Ripple /A 125deg 100 Hz,Ripple /A 85deg 120 Hz,Ripple /A 105deg 120 Hz,Ripple /A 60deg 5 kHz,Ripple /A 80deg 5 kHz,Ripple /A 85deg 5 kHz,Ripple /A 100deg 5 kHz,Ripple /A 105deg 5 kHz,Ripple /A 125deg 5 kHz,Ripple /A 140deg 5 kHz,Ripple /A 150deg 5 kHz,Ripple /A 40deg 10 kHz,Ripple /A 85deg 10 kHz,Ripple /A 105deg 10 kHz,Ripple /A 40deg 20 kHz,Ripple /A 25deg 100 kHz,Ripple /A 90deg 100 kHz,Ripple /A 105deg 100 kHz,Ripple /A 125deg 100 kHz,Ripple /A 135deg 100kHz,Ripple /A 150deg 100kHz,ESR_vs_frequency_100,ESR_vs_frequency_1000,ESR_vs_frequency_10000,ESR_vs_frequency_100000,ESR_vs_frequency_1000000,ESR_vs_temperature_0,ESR_vs_temperature_40,ESR_vs_temperature_80,ESR_vs_temperature_120,ESR_vs_temperature_160,current_ratio_vs_frequency_100,current_ratio_vs_frequency_1000,current_ratio_vs_frequency_10000,current_ratio_vs_frequency_100000,current_ratio_vs_frequency_1000000,current_ratio_vs_temperature_0,current_ratio_vs_temperature_40,current_ratio_vs_temperature_80,current_ratio_vs_temperature_120,current_ratio_vs_temperature_160
ALC80(1)111BB400,400,,110,cylindrical,0,,,,25,30,,105,6000,,,,567,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1106,,,,,,,,,0.91,,,,,,,,,,,,,,2.62,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)121BC400,400,,120,cylindrical,0,,,,25,35,,105,6000,,,,442,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1010,,,,,,,,,0.98,,,,,,,,,,,,,,2.89,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)151BD400,400,,150,cylindrical,0,,,,25,40,,105,6000,,,,355,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,809,,,,,,,,,1.14,,,,,,,,,,,,,,3.3,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)161BD400,400,,160,cylindrical,0,,,,25,40,,105,6000,,,,390,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,761,,,,,,,,,1.18,,,,,,,,,,,,,,3.38,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)181CB400,400,,180,cylindrical,0,,,,30,30,,105,7000,,,,343,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,672,,,,,,,,,1.32,,,,,,,,,,,,,,3.93,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)221CC400,400,,220,cylindrical,0,,,,30,35,,105,7000,,,,240,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,550,,,,,,,,,1.52,,,,,,,,,,,,,,4.52,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)271CD400,400,,270,cylindrical,0,,,,30,40,,105,7000,,,,229,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,448,,,,,,,,,1.74,,,,,,,,,,,,,,5.14,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)361CF400,400,,360,cylindrical,0,,,,30,50,,105,7000,,,,172,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,337,,,,,,,,,2.11,,,,,,,,,,,,,,6.17,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)301DC400,400,,300,cylindrical,0,,,,35,35,,105,8000,,,,210,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,408,,,,,,,,,1.93,,,,,,,,,,,,,,5.34,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)391DD400,400,,390,cylindrical,0,,,,35,40,,105,8000,,,,163,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,316,,,,,,,,,2.28,,,,,,,,,,,,,,6.15,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)471DE400,400,,470,cylindrical,0,,,,35,45,,105,8000,,,,118,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,263,,,,,,,,,2.58,,,,,,,,,,,,,,6.85,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)511DF400,400,,510,cylindrical,0,,,,35,50,,105,8000,,,,125,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,242,,,,,,,,,2.74,,,,,,,,,,,,,,7.36,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)561DG400,400,,560,cylindrical,0,,,,35,55,,105,8000,,,,99,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,220,,,,,,,,,2.93,,,,,,,,,,,,,,7.85,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)331EB400,400,,330,cylindrical,0,,,,40,30,,105,9000,,,,200,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,384,,,,,,,,,2.07,,,,,,,,,,,,,,5.16,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)681EF400,400,,680,cylindrical,0,,,,40,50,,105,9000,,,,98,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,187,,,,,,,,,3.36,,,,,,,,,,,,,,8.22,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)821EH400,400,,820,cylindrical,0,,,,40,60,,105,9000,,,,71,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,156,,,,,,,,,3.82,,,,,,,,,,,,,,9.33,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)911EH400,400,,910,cylindrical,0,,,,40,60,,105,9000,,,,75,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,142,,,,,,,,,4.04,,,,,,,,,,,,,,9.48,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)102EJ400,400,,1000,cylindrical,0,,,,40,70,,105,9000,,,,60,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,128,,,,,,,,,4.34,,,,,,,,,,,,,,10.32,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)122EL400,400,,1200,cylindrical,0,,,,40,80,,105,9000,,,,51,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,108,,,,,,,,,4.85,,,,,,,,,,,,,,11.17,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)132EL400,400,,1300,cylindrical,0,,,,40,80,,105,9000,,,,54,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,101,,,,,,,,,5.07,,,,,,,,,,,,,,11.34,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)152EN400,400,,1500,cylindrical,0,,,,40,100,,105,9000,,,,42,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,88,,,,,,,,,5.53,,,,,,,,,,,,,,12.23,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)182FP400,400,,1800,cylindrical,0,,,,45,105,,105,9000,,,,33,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,71,,,,,,,,,6.4,,,,,,,,,,,,,,15.15,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)222FP400,400,,2200,cylindrical,0,,,,45,105,,105,9000,,,,32,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,60,,,,,,,,,7.24,,,,,,,,,,,,,,16.09,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)272KP400,400,,2700,cylindrical,0,,,,50,105,,105,9000,,,,27,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,50,,,,,,,,,8.32,,,,,,,,,,,,,,17.17,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)820BB450,450,,82,cylindrical,0,,,,25,30,,105,6000,,,,814,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1573,,,,,,,,,0.82,,,,,,,,,,,,,,2.42,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)910BB450,450,,91,cylindrical,0,,,,25,30,,105,6000,,,,816,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1422,,,,,,,,,0.87,,,,,,,,,,,,,,2.51,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)101BC450,450,,100,cylindrical,0,,,,25,35,,105,6000,,,,667,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1289,,,,,,,,,0.94,,,,,,,,,,,,,,2.78,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)121BD450,450,,120,cylindrical,0,,,,25,40,,105,6000,,,,556,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1075,,,,,,,,,1.06,,,,,,,,,,,,,,3.13,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)131BD450,450,,130,cylindrical,0,,,,25,40,,105,6000,,,,571,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,995,,,,,,,,,1.11,,,,,,,,,,,,,,3.23,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)121CB450,450,,120,cylindrical,0,,,,30,30,,105,7000,,,,550,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1068,,,,,,,,,1.12,,,,,,,,,,,,,,3.45,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)131CB450,450,,130,cylindrical,0,,,,30,30,,105,7000,,,,564,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,987,,,,,,,,,1.17,,,,,,,,,,,,,,3.57,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)151CC450,450,,150,cylindrical,0,,,,30,35,,105,7000,,,,440,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,855,,,,,,,,,1.3,,,,,,,,,,,,,,4,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)181CC450,450,,180,cylindrical,0,,,,30,35,,105,7000,,,,369,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,715,,,,,,,,,1.44,,,,,,,,,,,,,,4.31,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)221CD450,450,,220,cylindrical,0,,,,30,40,,105,7000,,,,335,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,585,,,,,,,,,1.64,,,,,,,,,,,,,,4.9,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)301CF450,450,,300,cylindrical,0,,,,30,50,,105,7000,,,,247,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,430,,,,,,,,,2.03,,,,,,,,,,,,,,5.94,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)241DC450,450,,240,cylindrical,0,,,,35,35,,105,8000,,,,311,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,541,,,,,,,,,1.81,,,,,,,,,,,,,,5.09,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)301DD450,450,,300,cylindrical,0,,,,35,40,,105,8000,,,,250,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,434,,,,,,,,,2.09,,,,,,,,,,,,,,5.81,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)331DE450,450,,330,cylindrical,0,,,,35,45,,105,8000,,,,205,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,394,,,,,,,,,2.25,,,,,,,,,,,,,,6.32,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)391DF450,450,,390,cylindrical,0,,,,35,50,,105,8000,,,,174,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,334,,,,,,,,,2.51,,,,,,,,,,,,,,6.94,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)431DF450,450,,430,cylindrical,0,,,,35,50,,105,8000,,,,176,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,304,,,,,,,,,2.65,,,,,,,,,,,,,,7.14,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)471DG450,450,,470,cylindrical,0,,,,35,55,,105,8000,,,,160,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,278,,,,,,,,,2.82,,,,,,,,,,,,,,7.62,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)271EB450,450,,270,cylindrical,0,,,,40,30,,105,9000,,,,288,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,496,,,,,,,,,1.96,,,,,,,,,,,,,,4.99,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)561EF450,450,,560,cylindrical,0,,,,40,50,,105,9000,,,,140,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,240,,,,,,,,,3.2,,,,,,,,,,,,,,7.97,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)681EH450,450,,680,cylindrical,0,,,,40,60,,105,9000,,,,105,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,198,,,,,,,,,3.66,,,,,,,,,,,,,,9.07,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)751EH450,450,,750,cylindrical,0,,,,40,60,,105,9000,,,,106,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,181,,,,,,,,,3.86,,,,,,,,,,,,,,9.23,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)821EJ450,450,,820,cylindrical,0,,,,40,70,,105,9000,,,,88,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,165,,,,,,,,,4.14,,,,,,,,,,,,,,10.03,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)102EL450,450,,1000,cylindrical,0,,,,40,80,,105,9000,,,,73,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,136,,,,,,,,,4.67,,,,,,,,,,,,,,10.92,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)112EL450,450,,1100,cylindrical,0,,,,40,80,,105,9000,,,,74,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,125,,,,,,,,,4.92,,,,,,,,,,,,,,11.12,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)122EN450,450,,1200,cylindrical,0,,,,40,100,,105,9000,,,,62,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,114,,,,,,,,,5.2,,,,,,,,,,,,,,11.88,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)152FP450,450,,1500,cylindrical,0,,,,45,105,,105,9000,,,,70,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,109,,,,,,,,,6.25,,,,,,,,,,,,,,14.04,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)182KP450,450,,1800,cylindrical,0,,,,50,105,,105,9000,,,,57,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,93,,,,,,,,,7.13,,,,,,,,,,,,,,15.27,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)202KP450,450,,2000,cylindrical,0,,,,50,105,,105,9000,,,,55,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,84,,,,,,,,,7.58,,,,,,,,,,,,,,15.77,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)680BB500,500,,68,cylindrical,0,,,,25,30,,105,6000,,,,1656,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,2492,,,,,,,,,0.77,,,,,,,,,,,,,,2.06,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)750BB500,500,,75,cylindrical,0,,,,25,30,,105,6000,,,,1564,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,2263,,,,,,,,,0.82,,,,,,,,,,,,,,2.15,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)820BC500,500,,82,cylindrical,0,,,,25,35,,105,6000,,,,1372,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,2065,,,,,,,,,0.88,,,,,,,,,,,,,,2.36,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)101BD500,500,,100,cylindrical,0,,,,25,40,,105,6000,,,,1126,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1695,,,,,,,,,1,,,,,,,,,,,,,,2.67,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)111BD500,500,,110,cylindrical,0,,,,25,40,,105,6000,,,,1066,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1543,,,,,,,,,1.06,,,,,,,,,,,,,,2.79,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)111CB500,500,,110,cylindrical,0,,,,30,30,,105,7000,,,,1059,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1536,,,,,,,,,1.11,,,,,,,,,,,,,,3.04,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)121CB500,500,,120,cylindrical,0,,,,30,30,,105,7000,,,,936,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1409,,,,,,,,,1.16,,,,,,,,,,,,,,3.15,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
ALC80(1)151CC500,500,,150,cylindrical,0,,,,30,35,,105,7000,,,,749,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1128,,,,,,,,,1.35,,,,,,,,,,,,,,3.66,,,,,,,,962.4716981,475.3134153,382.5025731,365.635506,296.9482149,4.5,2.5,1.322222222,1.025,0.825,0.35,0.8,1.002105263,1.04,1.418947368,7,8.095238095,8.285714286,8.476190476,8.666666667
