KEMET Part Number,Rated Voltage /V,VDC  Surge Voltage /V,Rated Capacitance /uF,Shape,Shape_code,Length /mm,Width /mm,Height /mm,Diameter /mm,Cylinder_length /mm,DC Leakage /mA,Maximum Temperature /deg,Endurance /Hours,MSL /Reflow Temp 260 deg,SPQ,MOQ,Impedance /mohm 20deg 10 kHz,ESL /nH,Type_code,Type,Manufacturer_code,Manufacturer,Dissipation Factor,ESR_at_100_Hz_0_deg,ESR_at_1000_Hz_0_deg,ESR_at_10000_Hz_0_deg,ESR_at_100000_Hz_0_deg,ESR_at_1000000_Hz_0_deg,ESR_at_100_Hz_40_deg,ESR_at_1000_Hz_40_deg,ESR_at_10000_Hz_40_deg,ESR_at_100000_Hz_40_deg,ESR_at_1000000_Hz_40_deg,ESR_at_100_Hz_80_deg,ESR_at_1000_Hz_80_deg,ESR_at_10000_Hz_80_deg,ESR_at_100000_Hz_80_deg,ESR_at_1000000_Hz_80_deg,ESR_at_100_Hz_120_deg,ESR_at_1000_Hz_120_deg,ESR_at_10000_Hz_120_deg,ESR_at_100000_Hz_120_deg,ESR_at_1000000_Hz_120_deg,ESR_at_100_Hz_160_deg,ESR_at_1000_Hz_160_deg,ESR_at_10000_Hz_160_deg,ESR_at_100000_Hz_160_deg,ESR_at_1000000_Hz_160_deg,Ripple_at_100_Hz_0_deg,Ripple_at_1000_Hz_0_deg,Ripple_at_10000_Hz_0_deg,Ripple_at_100000_Hz_0_deg,Ripple_at_1000000_Hz_0_deg,Ripple_at_100_Hz_40_deg,Ripple_at_1000_Hz_40_deg,Ripple_at_10000_Hz_40_deg,Ripple_at_100000_Hz_40_deg,Ripple_at_1000000_Hz_40_deg,Ripple_at_100_Hz_80_deg,Ripple_at_1000_Hz_80_deg,Ripple_at_10000_Hz_80_deg,Ripple_at_100000_Hz_80_deg,Ripple_at_1000000_Hz_80_deg,Ripple_at_100_Hz_120_deg,Ripple_at_1000_Hz_120_deg,Ripple_at_10000_Hz_120_deg,Ripple_at_100000_Hz_120_deg,Ripple_at_1000000_Hz_120_deg,Ripple_at_100_Hz_160_deg,Ripple_at_1000_Hz_160_deg,Ripple_at_10000_Hz_160_deg,Ripple_at_100000_Hz_160_deg,Ripple_at_1000000_Hz_160_deg
ALC80(1)223EH063,63,,22000,cylindrical,0,,,,40,60,,105,9000,,,,19,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,30.85714286,15.23869636,12.26315181,11.72238837,9.520252395,17.14285714,8.46594242,6.812862114,6.512437985,5.289029108,9.066666667,4.47754288,3.603247074,3.44435609,2.797308728,7.028571429,3.471036392,2.793273467,2.670099574,2.168501934,5.657142857,2.793760999,2.248244498,2.149104535,1.745379606,405.8889552,48.54236959,17.01822848,12.88163858,13.43763425,215.8108936,29.30349074,11.26009868,8.467065417,8.561554913,109.3427631,23.84571419,11.40155433,7.720046803,7.314763068,55.0066247,16.80682263,8.781148639,5.563199477,5.191841544,61.39088648,8.870684513,3.5416826,2.6343955,2.628002912
ALC80(1)273EJ063,63,,27000,cylindrical,0,,,,40,70,,105,9000,,,,17,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,25.71428571,12.69891363,10.21929317,9.768656977,7.933543662,14.28571429,7.054952017,5.677385095,5.427031654,4.407524257,7.555555556,3.731285733,3.002705895,2.870296741,2.331090607,5.857142857,2.892530327,2.327727889,2.225082978,1.807084945,4.714285714,2.328134166,1.873537081,1.790920446,1.454483005,441.7249684,52.82267221,18.51728158,14.01579237,14.62064964,234.8956959,31.88737383,12.25110743,9.211982688,9.314931832,119.091651,25.94834894,12.40327672,8.398626044,7.958163746,59.95339631,18.28879163,9.552181988,6.052114539,5.648485482,66.82458396,9.652871589,3.85328526,2.866111954,2.859227347
ALC80(1)303EL063,63,,30000,cylindrical,0,,,,40,80,,105,9000,,,,15,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,23.14285714,11.42902227,9.197363854,8.791791279,7.140189296,12.85714286,6.349456815,5.109646586,4.884328489,3.966771831,6.8,3.35815716,2.702435305,2.583267067,2.097981546,5.271428571,2.603277294,2.0949551,2.00257468,1.626376451,4.242857143,2.095320749,1.686183373,1.611828401,1.309034704,471.2786338,56.35588865,19.75561852,14.9530085,15.59829707,250.6164046,34.02026467,13.07026049,9.827884515,9.937740423,127.0748505,27.68398876,13.23232365,8.960048123,8.490214288,63.97917247,19.51209701,10.1905839,6.456666525,6.026116058,71.29767124,10.29853534,4.110913072,3.05772811,3.05039459
ALC80(1)333EL063,63,,33000,cylindrical,0,,,,40,80,,105,9000,,,,15,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,23.14285714,11.42902227,9.197363854,8.791791279,7.140189296,12.85714286,6.349456815,5.109646586,4.884328489,3.966771831,6.8,3.35815716,2.702435305,2.583267067,2.097981546,5.271428571,2.603277294,2.0949551,2.00257468,1.626376451,4.242857143,2.095320749,1.686183373,1.611828401,1.309034704,468.4989413,56.0169776,19.63497306,14.86106905,15.50228294,249.1746323,33.8156748,12.98945069,9.766796678,9.876143055,126.4375776,27.51750376,13.14846015,8.903625701,8.437276701,63.70841613,19.39475585,10.12544934,6.415912555,5.988511393,70.89307605,10.23660237,4.085374494,3.038659403,3.031454661
ALC80(1)393EN063,63,,39000,cylindrical,0,,,,40,100,,105,9000,,,,13,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,20.57142857,10.1591309,8.175434537,7.814925582,6.34683493,11.42857143,5.643961614,4.541908076,4.341625323,3.526019405,6.044444444,2.985028587,2.402164716,2.296237393,1.864872486,4.685714286,2.314024262,1.862182311,1.780066382,1.445667956,3.771428571,1.862507332,1.498829665,1.432736357,1.163586404,505.9719157,60.49444414,21.20354183,16.04797452,16.74034974,269.1220281,36.51857951,14.0266661,10.54652853,10.66468607,136.6034731,29.71699234,14.1974078,9.614103593,9.110789069,68.85425957,20.94498891,10.93297141,6.927834754,6.466534508,76.57096143,11.05481939,4.411536751,3.281221235,3.273480425
ALC80(1)473FP063,63,,47000,cylindrical,0,,,,45,105,,105,9000,,,,9,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,14.14285714,6.984402497,5.620611244,5.372761337,4.363449014,7.857142857,3.880223609,3.122561802,2.98486741,2.424138341,4.155555556,2.052207153,1.651488242,1.578663208,1.282099834,3.221428571,1.59089168,1.280250339,1.223795638,0.99389672,2.592857143,1.280473791,1.030445395,0.985006245,0.799965653,660.7002351,79.01286836,27.69968258,20.96641655,21.87130547,351.3146065,47.69756556,18.32691124,13.78079184,13.93467926,178.0504581,38.81389171,18.5559769,12.56454769,11.90523875,89.59966322,27.35662217,14.29096653,9.054176354,8.450032266,99.94027348,14.43889603,5.764365245,4.287643093,4.277285999
ALC80(1)513FP063,63,,51000,cylindrical,0,,,,45,105,,105,9000,,,,9,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,14.14285714,6.984402497,5.620611244,5.372761337,4.363449014,7.857142857,3.880223609,3.122561802,2.98486741,2.424138341,4.155555556,2.052207153,1.651488242,1.578663208,1.282099834,3.221428571,1.59089168,1.280250339,1.223795638,0.99389672,2.592857143,1.280473791,1.030445395,0.985006245,0.799965653,664.760353,79.49058504,27.8649446,21.09075752,22.00088414,353.517276,47.98594799,18.43506185,13.86172454,14.01672406,179.2795613,39.0485629,18.66301283,12.63746139,11.97495896,90.27844684,27.52202199,14.37274089,9.106603969,8.499480553,100.5735802,14.52619449,5.798235279,4.312748601,4.302430693
ALC80(1)563KP063,63,,56000,cylindrical,0,,,,50,105,,105,9000,,,,9,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,14.14285714,6.984402497,5.620611244,5.372761337,4.363449014,7.857142857,3.880223609,3.122561802,2.98486741,2.424138341,4.155555556,2.052207153,1.651488242,1.578663208,1.282099834,3.221428571,1.59089168,1.280250339,1.223795638,0.99389672,2.592857143,1.280473791,1.030445395,0.985006245,0.799965653,679.7141164,81.27011091,28.48631378,21.5602431,22.49048777,361.5177836,49.06019138,18.84484049,14.16941658,14.32808584,183.460864,39.92272841,19.07514526,12.91701432,12.24055261,92.4502225,28.13814716,14.68940599,9.307924457,8.687950208,102.8570471,14.85138695,5.926958483,4.408396962,4.397960042
ALC80(1)623KP063,63,,62000,cylindrical,0,,,,50,105,,105,9000,,,,9,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,12.85714286,6.349456815,5.109646586,4.884328489,3.966771831,7.142857143,3.527476008,2.838692548,2.713515827,2.203762128,3.777777778,1.865642867,1.501352947,1.435148371,1.165545303,2.928571429,1.446265163,1.163863944,1.112541489,0.903542473,2.357142857,1.164067083,0.936768541,0.895460223,0.727241502,682.4646654,81.59009645,28.59596327,21.64238274,22.57602532,363.0303784,49.25335652,18.91602578,14.22249762,14.38199776,184.3563612,40.07991653,19.14440099,12.9644091,12.28618347,92.96974866,28.24893574,14.74198937,9.341946362,8.720295154,103.2950035,14.90986145,5.949180839,4.424826168,4.414463673
ALC80(1)683KP063,63,,68000,cylindrical,0,,,,50,105,,105,9000,,,,9,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,12.85714286,6.349456815,5.109646586,4.884328489,3.966771831,7.142857143,3.527476008,2.838692548,2.713515827,2.203762128,3.777777778,1.865642867,1.501352947,1.435148371,1.165545303,2.928571429,1.446265163,1.163863944,1.112541489,0.903542473,2.357142857,1.164067083,0.936768541,0.895460223,0.727241502,682.7983406,81.62206449,28.60492876,21.64840986,22.58218211,363.2521703,49.27265461,18.92075013,14.22565443,14.38540095,184.5830424,40.09562035,19.14668491,12.9663994,12.28871038,93.14489456,28.26000403,14.74307967,9.343264116,8.722050862,103.3648896,14.91570332,5.950518235,4.425732114,4.415468598
ALC80(1)102BB100,100,,1000,cylindrical,0,,,,25,30,,105,6000,,,,237,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,371.5714286,183.499302,147.6687863,141.1570933,114.6397059,206.4285714,101.9440566,82.03821462,78.4206074,63.68872551,109.1777778,53.91707885,43.38910018,41.47578791,33.68425927,84.63571429,41.79706322,33.635668,32.15244903,26.11237746,68.12142857,33.64153869,27.07261083,25.87880044,21.01727942,114.5944978,13.72149938,4.815226227,3.646380484,3.80403709,60.83730912,8.283234489,3.188508545,2.398433525,2.424759035,30.58554242,6.740481672,3.233775561,2.188679575,2.07244275,15.25915205,4.750794166,2.491954786,1.577443262,1.471048495,17.29199028,2.507481465,1.003203706,0.746394178,0.74437207
ALC80(1)122BC100,100,,1200,cylindrical,0,,,,25,35,,105,6000,,,,194,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,307.2857143,151.7520179,122.1205534,116.7354509,94.80584676,170.7142857,84.3066766,67.84475189,64.85302826,52.66991487,90.28888889,44.58886451,35.88233544,34.30004606,27.85653275,69.99285714,34.56573741,27.81634827,26.58974159,21.5946651,56.33571429,27.82120328,22.38876812,21.40149933,17.38107191,132.7602879,15.89748984,5.579070139,4.224888108,4.407570881,70.47676503,9.596810997,3.69443008,2.779034689,2.809515825,35.41980027,7.809404493,3.74713898,2.53608753,2.40133406,17.66454886,5.504187254,2.887623069,1.827842072,1.704504014,20.0311368,2.905124289,1.162397731,0.864845432,0.862491928
ALC80(1)152BD100,100,,1500,cylindrical,0,,,,25,40,,105,6000,,,,157,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,248.1428571,122.5445165,98.6161791,94.26753983,76.55869634,137.8571429,68.08028696,54.78676617,52.37085546,42.53260908,72.91111111,36.00690733,28.97611188,27.69836355,22.49502436,56.52142857,27.91291765,22.46257413,21.47205074,17.43836972,45.49285714,22.4664947,18.07963284,17.2823823,14.035761,149.3447294,17.88164438,6.274892628,4.75164858,4.957079403,79.29059281,10.79458224,4.154932353,3.125347408,3.159673723,39.87483081,8.784090783,4.213657801,2.851928551,2.700534833,19.90006482,6.191161,3.24698434,2.055453369,1.916872973,22.53774309,3.267710811,1.307255057,0.9726023,0.969977946
ALC80(1)162BD100,100,,1600,cylindrical,0,,,,25,40,,105,6000,,,,151,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,236.5714286,116.8300054,94.01749717,89.87164419,72.98860169,131.4285714,64.90555856,52.23194287,49.92869122,40.54922316,69.51111111,34.32782875,27.62489423,26.40673002,21.44603358,53.88571429,26.61127901,21.41509658,20.4707634,16.6251815,43.37142857,21.41883432,17.23654115,16.4764681,13.38124364,150.0829327,17.96850196,6.304940269,4.774256029,4.980639162,79.69107817,10.84701541,4.174596101,3.140062445,3.174590958,40.09830411,8.826758272,4.23311888,2.865185586,2.713211235,20.02348002,6.221233696,3.261852406,2.064985663,1.925863571,22.65288977,3.283583258,1.313413245,0.977166938,0.974549709
ALC80(1)152CB100,100,,1500,cylindrical,0,,,,30,30,,105,7000,,,,149,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,237.8571429,117.4649511,94.52846183,90.36007704,73.38527887,132.1428571,65.25830616,52.51581213,50.2000428,40.76959937,69.88888889,34.51439303,27.77502953,26.55024486,21.56258811,54.17857143,26.75590552,21.53148297,20.58201755,16.71553574,43.60714286,21.53524103,17.330218,16.56601412,13.45396779,180.2788165,21.59551347,7.580958766,5.741619257,5.990014127,95.65827768,13.03652736,5.021265787,3.777502301,3.818726034,47.96174722,10.60847352,5.09537818,3.448145986,3.264297317,23.85822186,7.477013743,3.927264703,2.48530785,2.317086073,27.18155523,3.946387219,1.580013945,1.175647502,1.172348164
ALC80(1)162CB100,100,,1600,cylindrical,0,,,,30,30,,105,7000,,,,142,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,225,111.1154943,89.41881525,85.47574855,69.41850704,125,61.73083015,49.67711958,47.48652697,38.56583725,66.11111111,32.64875017,26.27367658,25.11509649,20.39704281,51.25,25.30964036,20.36761903,19.46947606,15.81199327,41.25,20.37117395,16.39344946,15.6705539,12.72672629,181.7135136,21.76523263,7.639933361,5.786080766,6.036364045,96.43152442,13.13898143,5.060002741,3.806537772,3.848135106,48.38035868,10.69184552,5.134014848,3.47441127,3.289334258,24.08315903,7.535775599,3.956864547,2.504207718,2.334847805,27.40311283,3.977401879,1.592163146,1.184663535,1.181366073
ALC80(1)182CC100,100,,1800,cylindrical,0,,,,30,35,,105,7000,,,,123,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,196.7142857,97.14668927,78.17759276,74.73022587,60.69160902,109.2857143,53.97038293,43.43199598,41.51679215,33.71756056,57.8,28.54433586,22.97070009,21.95777007,17.83284314,44.80714286,22.127857,17.80711835,17.02188478,13.82419983,36.06428571,17.81022637,14.33255867,13.70054141,11.12679499,206.8101531,24.77463959,8.697237335,6.587149939,6.872139855,109.7308382,14.95566508,5.760779613,4.333886311,4.381156684,55.00382826,12.17017175,5.846104975,3.956125277,3.745115813,27.35384848,8.577722448,4.505967205,2.85145613,2.658388485,31.1794962,4.527344124,1.812730381,1.348816367,1.345018997
ALC80(1)222CD100,100,,2200,cylindrical,0,,,,30,40,,105,7000,,,,102,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,162,80.00315587,64.38154698,61.54253896,49.98132507,90,44.44619771,35.7675261,34.19029942,27.76740282,47.6,23.50710012,18.91704714,18.08286947,14.68587082,36.9,18.22294106,14.6646857,14.01802276,11.38463516,29.7,14.66724524,11.80328361,11.28279881,9.16324293,232.4427318,27.84345936,9.774047875,7.402536397,7.722773939,123.3412906,16.80821436,6.473750533,4.870170777,4.923338478,61.8523751,13.67768363,6.569067597,4.445462953,4.208499021,30.77381848,9.64023979,5.063049045,3.204129566,2.987302317,35.04839595,5.08814353,2.037045407,1.515704493,1.511460265
ALC80(1)242CD100,100,,2400,cylindrical,0,,,,30,40,,105,7000,,,,95,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,150.4285714,74.28864474,59.78286505,57.14664332,46.41123042,83.57142857,41.2714693,33.21270281,31.74813518,25.7840169,44.2,21.82802154,17.56582948,16.79123594,13.63688005,34.26428571,16.92130241,13.61720815,13.01673542,10.57144693,27.57857143,13.61958487,10.96019193,10.47688461,8.508725578,235.9391043,28.25909924,9.919056209,7.512057825,7.83698127,125.2143388,17.05912298,6.569313406,4.941904483,4.995939459,62.83751092,13.88186052,6.665040709,4.510587122,4.270407003,31.28872606,9.784146768,5.136753368,3.251022344,3.031231143,35.58336247,5.164098005,2.0670562,1.537999213,1.533732871
ALC80(1)332CF100,100,,3300,cylindrical,0,,,,30,50,,105,7000,,,,70,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,110.5714286,54.60532861,43.94296064,42.005225,34.11423775,61.42857143,30.33629367,24.41275591,23.33623611,18.9523543,32.48888889,16.04452865,12.91163535,12.34227599,10.02368961,25.18571429,12.43788041,10.00922992,9.567856806,7.770465265,20.27142857,10.01097691,8.05620945,7.700957917,6.25427692,281.2138796,33.67762463,11.81980594,8.951166808,9.338268663,149.2652178,20.33011511,7.827533359,5.888220186,5.952712514,74.96726222,16.5436302,7.940288909,5.373846824,5.088034326,37.36092327,11.66020259,6.119239623,3.873159176,3.61158169,42.42170209,6.154285128,2.462881627,1.832467868,1.827437522
ALC80(1)272DC100,100,,2700,cylindrical,0,,,,35,35,,105,8000,,,,90,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,141.4285714,69.84402497,56.20611244,53.72761337,43.63449014,78.57142857,38.80223609,31.22561802,29.8486741,24.24138341,41.55555556,20.52207153,16.51488242,15.78663208,12.82099834,32.21428571,15.9089168,12.80250339,12.23795638,9.938967199,25.92857143,12.80473791,10.30445395,9.850062452,7.999656526,225.7406156,27.02389013,9.481627164,7.179469717,7.48978296,119.8785673,16.31346638,6.277527779,4.721721848,4.773712464,60.35756387,13.27508249,6.364702362,4.308094337,4.079797949,30.16062129,9.356480371,4.90413409,3.104874793,2.8958675,34.07879829,4.938374573,1.97498927,1.46934375,1.465441808
ALC80(1)302DC100,100,,3000,cylindrical,0,,,,35,35,,105,8000,,,,84,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,131.1428571,64.76445952,52.11839517,49.82015058,40.46107268,72.85714286,35.98025529,28.95466398,27.67786144,22.47837371,38.53333333,19.02955724,15.31380006,14.63851338,11.8885621,29.87142857,14.75190467,11.87141223,11.34792319,9.216133221,24.04285714,11.87348424,9.555039115,9.133694274,7.417863324,224.5839811,26.88081101,9.430123812,7.140030809,7.448563701,119.2901471,16.22709404,6.242727782,4.695317058,4.747139387,60.12785342,13.20479701,6.327968955,4.283487637,4.056866763,30.08163903,9.306942091,4.875442827,3.087073054,2.879568858,33.91547909,4.912228141,1.963954565,1.461082673,1.457261336
ALC80(1)362DD100,100,,3600,cylindrical,0,,,,35,40,,105,8000,,,,70,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,109.2857143,53.97038293,43.43199598,41.51679215,33.71756056,60.71428571,29.98354607,24.12888665,23.06488453,18.73197809,32.11111111,15.85796437,12.76150005,12.19876115,9.907135079,24.89285714,12.29325389,9.892843528,9.456602657,7.680111017,20.03571429,9.894570204,7.962532596,7.611411895,6.18155277,254.3121042,30.43880822,10.67825471,8.085034844,8.434399545,135.0817198,18.37494424,7.068956845,5.316734926,5.3754214,68.09055888,14.95261001,7.165414137,4.850377226,4.593781478,34.06695436,10.53882732,5.520642765,3.495622497,3.26067057,38.40537284,5.562420355,2.223881324,1.654452679,1.650128254
ALC80(1)392DE100,100,,3900,cylindrical,0,,,,35,45,,105,8000,,,,63,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,99,48.89081748,39.34427871,37.60932936,30.5441431,55,27.16156527,21.85793262,20.89407187,16.96896839,29.08888889,14.36545007,11.56041769,11.05064245,8.974698837,22.55,11.13624176,8.961752373,8.566569466,6.957277039,18.15,8.963316538,7.213117763,6.895043716,5.599759568,281.1847362,33.65869912,11.80880997,8.941366991,9.327792087,149.3360403,20.31869038,7.81790885,5.880213386,5.945027068,75.22548648,16.53433333,7.925681145,5.364819176,5.080727599,37.60969309,11.65365001,6.106688442,3.866427111,3.606321971,42.45506331,6.150826661,2.459565405,1.829828367,1.825001225
ALC80(1)472DF100,100,,4700,cylindrical,0,,,,35,50,,105,8000,,,,54,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,83.57142857,41.2714693,33.21270281,31.74813518,25.7840169,46.42857143,22.92859406,18.45150156,17.63785288,14.32445383,24.55555556,12.12667863,9.758794158,9.32846441,7.576044472,19.03571429,9.400723563,7.565115639,7.231519679,5.873026072,15.32142857,7.566436038,6.088995514,5.820491449,4.727069765,304.9919928,36.50424219,12.80593733,9.695962742,10.11492982,162.0037939,22.03645459,8.477400264,6.376035696,6.446427549,81.66807481,17.93216387,8.592925097,5.816707762,5.509029658,40.86375436,12.63886227,6.620438099,4.192041047,3.910312337,46.06005678,6.670824243,2.666966162,1.984079517,1.978899617
ALC80(1)562DG100,100,,5600,cylindrical,0,,,,35,55,,105,8000,,,,46,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,72,35.55695817,28.61402088,27.35223954,22.21392225,40,19.75386565,15.89667827,15.19568863,12.34106792,21.15555556,10.44760005,8.407576505,8.036830876,6.527053699,16.4,8.099084915,6.517638089,6.230232339,5.059837847,13.2,6.518775664,5.245903828,5.014577248,4.072552413,326.4796976,39.07109176,13.70499562,10.37620389,10.82448252,173.445434,23.58598036,9.071808667,6.822854524,6.8983119,87.50796253,19.19309039,9.193863371,6.223772377,5.894964778,43.82451958,13.5275825,7.083012679,4.485335177,4.184225545,49.31736334,7.139893078,2.853872033,2.123071641,2.117592407
ALC80(1)302EB100,100,,3000,cylindrical,0,,,,40,30,,105,9000,,,,94,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,142.7142857,70.47897065,56.7170771,54.21604622,44.03116732,79.28571429,39.15498369,31.50948728,30.12002568,24.46175962,41.93333333,20.70863582,16.66501772,15.93014691,12.93755287,32.50714286,16.05354331,12.91888978,12.34921053,10.02932145,26.16428571,12.92114462,10.3981308,9.939608474,8.072380676,198.9854917,23.80719049,8.349122753,6.320623397,6.593589193,105.7474507,14.37164671,5.525633575,4.155489562,4.20161117,53.44147639,11.69492683,5.598035521,3.78992639,3.590198697,26.81159606,8.242762586,4.312244399,2.731225758,2.548281207,30.07345167,4.350551442,1.738176464,1.293006914,1.289748472
ALC80(1)682EF100,100,,6800,cylindrical,0,,,,40,50,,105,9000,,,,44,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,66.85714286,33.01717544,26.57016224,25.39850814,20.62721352,37.14285714,18.34287524,14.76120125,14.1102823,11.45956307,19.64444444,9.701342907,7.807035326,7.462771528,6.060835578,15.22857143,7.52057885,6.052092511,5.785215743,4.698420858,12.25714286,6.053148831,4.871196412,4.656393159,3.781655812,313.348582,37.48231959,13.14281193,9.9489139,10.37844822,166.5662356,22.62688893,8.697047911,6.540137178,6.612927738,84.28684701,18.41262979,8.808614736,5.963944949,5.650259971,42.34538328,12.97750197,6.78475912,4.297829686,4.010452538,47.37617286,6.849559153,2.735653552,2.034932245,2.029900826
ALC80(1)822EH100,100,,8200,cylindrical,0,,,,40,60,,105,9000,,,,36,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,55.28571429,27.30266431,21.97148032,21.0026125,17.05711887,30.71428571,15.16814684,12.20637795,11.66811806,9.476177152,16.24444444,8.022264327,6.455817674,6.171137994,5.011844805,12.59285714,6.218940203,5.004614961,4.783928403,3.885232632,10.13571429,5.005488456,4.028104725,3.850478958,3.12713846,358.7345825,42.91150099,15.04655016,11.39003192,11.88178788,190.6910453,25.90431375,9.956842646,7.487505153,7.570835192,96.49215871,21.07963408,10.08462424,6.827868084,6.468729596,48.47596245,14.85724723,7.767608808,4.92040577,4.591388321,54.23780784,7.841693567,3.131924778,2.329702883,2.323940452
ALC80(1)103EJ100,100,,10000,cylindrical,0,,,,40,70,,105,9000,,,,31,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,46.28571429,22.85804453,18.39472771,17.58358256,14.28037859,25.71428571,12.69891363,10.21929317,9.768656977,7.933543662,13.6,6.71631432,5.404870611,5.166534135,4.195963092,10.54285714,5.206554588,4.1899102,4.005149361,3.252752901,8.485714286,4.190641498,3.372366746,3.223656802,2.618069408,394.1458815,47.14304682,16.52908519,12.51187747,13.05199726,209.5386396,28.45876391,10.93723213,8.22453877,8.316186294,106.0915298,23.15831778,11.07623544,7.499487091,7.105370923,53.33183548,16.32233516,8.531026407,5.404335059,5.043244343,59.6022843,8.614970774,3.440225444,2.558986027,2.552711519
ALC80(1)123EL100,100,,12000,cylindrical,0,,,,40,80,,105,9000,,,,27,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,39.85714286,19.68331613,15.83990442,15.14141831,12.29699268,22.14285714,10.93517563,8.799946897,8.411899064,6.831662598,11.71111111,5.783492887,4.654194137,4.448959949,3.613190441,9.078571429,4.483422007,3.607978228,3.448878616,2.800981665,7.307142857,3.608607957,2.903982476,2.775926691,2.254448657,422.1599076,50.48842334,17.7005214,13.39809984,13.97638902,224.461444,30.47826174,11.71155647,8.806546754,8.904821392,113.7238372,24.80168404,11.85872326,8.029591023,7.60804679,57.20962404,17.48060474,9.133257594,5.786264254,5.400007823,63.85156712,9.226308457,3.683683732,2.740021039,2.733370536
ALC80(1)153EN100,100,,15000,cylindrical,0,,,,40,100,,105,9000,,,,22,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,33.42857143,16.50858772,13.28508112,12.69925407,10.31360676,18.57142857,9.171437622,7.380600624,7.05514115,5.729781534,9.822222222,4.850671453,3.903517663,3.731385764,3.030417789,7.614285714,3.760289425,3.026046256,2.892607872,2.349210429,6.128571429,3.026574415,2.435598206,2.32819658,1.890827906,461.053676,55.13427704,19.3276912,14.62921569,15.2605492,245.1728452,33.28281644,12.78731198,9.615182543,9.722631675,124.298899,27.0838903,12.94621241,8.766251269,8.306490811,62.5731069,19.08913848,9.970334086,6.317031414,5.895719516,69.74809817,10.07529673,4.021939466,2.991561156,2.984372337
ALC80(1)183FP100,100,,18000,cylindrical,0,,,,45,105,,105,9000,,,,17,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,25.71428571,12.69891363,10.21929317,9.768656977,7.933543662,14.28571429,7.054952017,5.677385095,5.427031654,4.407524257,7.555555556,3.731285733,3.002705895,2.870296741,2.331090607,5.857142857,2.892530327,2.327727889,2.225082978,1.807084945,4.714285714,2.328134166,1.873537081,1.790920446,1.454483005,598.6755178,71.61046591,25.10887646,19.00683109,19.82739467,318.2496986,43.22896971,16.61505765,12.49432874,12.63344855,161.0752213,35.17757205,16.82748536,11.39331361,10.79424335,80.94101178,24.79368867,12.96103418,8.210391599,7.661548315,90.52119948,13.0861731,5.226218567,3.887528602,3.877945421
ALC80(1)203FP100,100,,20000,cylindrical,0,,,,45,105,,105,9000,,,,16,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,23.14285714,11.42902227,9.197363854,8.791791279,7.140189296,12.85714286,6.349456815,5.109646586,4.884328489,3.966771831,6.8,3.35815716,2.702435305,2.583267067,2.097981546,5.271428571,2.603277294,2.0949551,2.00257468,1.626376451,4.242857143,2.095320749,1.686183373,1.611828401,1.309034704,605.5216112,72.4196289,25.3898463,19.2185883,20.04813398,321.9434136,43.71743577,16.79950109,12.63254318,12.7734607,163.0848771,35.57506128,17.01122365,11.51826029,10.91340572,82.02588327,25.07384514,13.10173565,8.300289511,7.746081139,91.58014988,13.23404041,5.284052655,3.930439689,3.920874702
