mfg_number,quantity,price,mfg_name,description
EEV106M035A9DAA,1,4.05,KEMET,CAP ALUM 10UF 20% 35V SMD
ESW476M100AH2AA,1,4.13,KEMET,CAP ALUM 47UF 20% 100V RADIAL TH
EEV227M016S9HAA,1,4.13,KEMET,CAP ALUM 220UF 20% 16V SMD
EDK227M016A9HAA,1,4.22,KEMET,CAP ALUM 220UF 20% 16V SMD
ESK227M050AH1EA,1,4.22,KEMET,CAP ALUM 220UF 20% 50V RADIAL TH
EST227M025AG3AA,1,4.22,KEMET,CAP ALUM RAD 105C
EDK107M025A9HAA,1,4.22,KEMET,CAP ALUM 100UF 20% 25V SMD
EEV476M050A9LAA,1,4.22,KEMET,CAP ALUM 47UF 20% 50V SMD
ESH477M035AH2AA,1,4.22,KEMET,CAP ALUM 470UF 20% 35V RADIAL TH
EDK107M035A9HAA,1,4.3,KEMET,CAP ALUM 100UF 20% 35V SMD
ESW337M035AG6AA,1,4.3,KEMET,CAP ALUM 330UF 20% 35V RADIAL TH
ESK108M016AH2AA,1,4.3,KEMET,CAP ALUM 1000UF 20% 16V RADIAL
ESH477M025AH1AA,1,4.3,KEMET,CAP ALUM 470UF 20% 25V RADIAL TH
EXV107M016A9GAA,1,4.47,KEMET,CAP ALUM 100UF 20% 16V SMD
EXV106M050A9GAA,1,4.47,KEMET,CAP ALUM 10UF 20% 50V SMD
ESH108M016AH2AA,1,4.55,KEMET,CAP ALUM 1000UF 20% 16V RADIAL
ESW108M6R3AH1AA,1,4.55,KEMET,CAP ALUM 1000UF 20% 6.3V RADIAL
ESL107M063AG8AA,1,4.63,KEMET,CAP ALUM 100UF 20% 63V RADIAL TH
ESH227M050AH1AA,1,4.63,KEMET,CAP ALUM 220UF 20% 50V RADIAL TH
ESC108M016AH4AA,1,4.71,KEMET,CAP ALUM 1000UF 20% 16V RADIAL
ESH106M350AH2AA,1,4.71,KEMET,CAP ALUM 10UF 20% 350V RADIAL TH
EDT226M050S9LAA,1,4.8,KEMET,CAP ALUM 22UF 20% 50V SMD
ESY477M025AH2AA,1,4.96,KEMET,CAP ALUM 470UF 20% 25V RADIAL TH
ESY476M100AH1AA,1,4.96,KEMET,CAP ALUM 47UF 20% 100V RADIAL TH
ESH477M035AH3AA,1,5.04,KEMET,CAP ALUM 470UF 20% 35V RADIAL TH
ESK108M025AH4AA,1,5.04,KEMET,CAP ALUM 1000UF 20% 25V RADIAL
ESK108M025AH4EA,1,5.04,KEMET,CAP ALUM 1000UF 20% 25V RADIAL
ESH475M400AH2AA,1,5.13,KEMET,CAP ALUM 4.7UF 20% 400V RADIAL
ESH107M100AH4AA,1,5.13,KEMET,CAP ALUM 100UF 20% 100V RADIAL
ESH227M050AH2AA,1,5.13,KEMET,CAP ALUM 220UF 20% 50V RADIAL TH
EEV686M035A9HAA,1,5.21,KEMET,CAP ALUM 68UF 20% 35V SMD
ESC477M035AH4EA,1,5.21,KEMET,CAP ALUM 470UF 20% 35V RADIAL TH
EEV227M025A9MAA,1,5.21,KEMET,CAP ALUM 220UF 20% 25V SMD
ESK106M400AH2EA,1,5.21,KEMET,CAP ALUM 10UF 20% 400V RADIAL TH
EEV107M035S9HAA,1,5.21,KEMET,CAP ALUM 100UF 20% 35V SMD
ESK227M063AH2AA,1,5.29,KEMET,CAP ALUM 220UF 20% 63V RADIAL TH
ESH108M025AH4AA,1,5.29,KEMET,CAP ALUM 1000UF 20% 25V RADIAL
ESY108M010AH2EA,1,5.38,KEMET,CAP ALUM 1000UF 20% 10V RADIAL
ESY277M050AH4AA,1,5.46,KEMET,CAP ALUM 270UF 20% 50V RADIAL TH
ESH106M450AH4AA,1,5.54,KEMET,CAP ALUM 10UF 20% 450V RADIAL TH
EDH477M016A9MAA,1,5.54,KEMET,CAP ALUM 470UF 20% 16V SMD
ESH337M050AH4AA,1,5.62,KEMET,CAP ALUM 330UF 20% 50V RADIAL TH
ESY227M050AH2AA,1,5.79,KEMET,CAP ALUM 220UF 20% 50V RADIAL TH
EDH336M100A9MAA,1,5.95,KEMET,CAP ALUM 33UF 20% 100V SMD
EXV476M035A9HAA,1,6.04,KEMET,CAP ALUM 47UF 20% 35V SMD
EXV226M050A9HAA,1,6.04,KEMET,CAP ALUM 22UF 20% 50V SMD
EXV227M016A9HAA,1,6.04,KEMET,CAP ALUM 220UF 20% 16V SMD
EXV107M025A9HAA,1,6.04,KEMET,CAP ALUM 100UF 20% 25V SMD
EDH336M100S9MAA,1,6.04,KEMET,CAP ALUM 33UF 20% 100V SMD
ESK477M050AH4EA,1,6.12,KEMET,CAP ALUM 470UF 20% 50V RADIAL TH
EEV227M035A9MAA,1,6.28,KEMET,CAP ALUM 220UF 20% 35V SMD
EDH107M050A9MAA,1,6.37,KEMET,CAP ALUM 100UF 20% 50V SMD
EDK227M025A9MAA,1,6.37,KEMET,CAP ALUM 220UF 20% 25V SMD
EDT476M050S9MAA,1,6.45,KEMET,CAP ALUM 47UF 20% 50V SMD
EEV227M035S9MAA,1,6.45,KEMET,CAP ALUM 220UF 20% 35V SMD
ESW227M050AH2AA,1,6.53,KEMET,CAP ALUM 220UF 20% 50V RADIAL TH
ESH108M035AL3AA,1,6.86,KEMET,CAP ALUM 1000UF 20% 35V RADIAL
EDK227M035A9MAA,1,6.95,KEMET,CAP ALUM 220UF 20% 35V SMD
ESU106M400AH4AA,1,7.03,KEMET,CAP ALUM 10UF 20% 400V RADIAL TH
EDH476M100A9PAA,1,7.19,KEMET,CAP ALUM 47UF 20% 100V SMD
ESY108M016AH4AA,1,7.44,KEMET,CAP ALUM 1000UF 20% 16V RADIAL
